UDI,Type,Air temperature,Process temperature
8599,L,297.6,308.3
8600,L,297.6,308.4
8601,L,297.5,308.3
8602,H,297.4,308.2
8603,L,297.4,308.1
8604,H,297.3,308.0
8605,L,297.4,308.2
8606,L,297.5,308.4
8607,M,297.5,308.4
8608,L,297.5,308.4
8609,L,297.4,308.4
8610,L,297.4,308.3
8611,L,297.4,308.3
8612,L,297.4,308.3
8613,L,297.5,308.4
8614,M,297.5,308.5
8615,L,297.5,308.5
8616,L,297.6,308.6
8617,L,297.6,308.6
8618,L,297.6,308.6
8619,L,297.7,308.7
8620,H,297.6,308.6
8621,L,297.6,308.5
8622,M,297.6,308.5
8623,L,297.5,308.3
8624,M,297.5,308.3
8625,H,297.5,308.4
8626,L,297.4,308.3
8627,L,297.4,308.2
8628,L,297.4,308.3
8629,L,297.5,308.4
8630,H,297.5,308.5
8631,L,297.4,308.4
8632,H,297.3,308.3
8633,L,297.3,308.3
8634,L,297.4,308.3
8635,L,297.3,308.3
8636,L,297.4,308.3
8637,L,297.5,308.4
8638,L,297.5,308.5
8639,L,297.6,308.5
8640,L,297.5,308.4
8641,L,297.6,308.6
8642,M,297.6,308.5
8643,M,297.5,308.4
8644,L,297.5,308.5
8645,M,297.6,308.5
8646,M,297.6,308.6
8647,L,297.5,308.6
8648,L,297.5,308.5
8649,M,297.4,308.4
8650,L,297.4,308.4
8651,H,297.4,308.3
8652,M,297.4,308.4
8653,H,297.3,308.3
8654,M,297.4,308.3
8655,M,297.4,308.4
8656,L,297.3,308.3
8657,M,297.3,308.3
8658,L,297.4,308.4
8659,L,297.4,308.5
8660,L,297.5,308.5
8661,L,297.4,308.5
8662,L,297.4,308.5
8663,L,297.5,308.6
8664,L,297.5,308.6
8665,H,297.5,308.6
8666,L,297.6,308.7
8667,L,297.5,308.7
8668,M,297.5,308.8
8669,L,297.5,308.8
8670,M,297.5,308.8
8671,L,297.5,308.9
8672,L,297.5,308.8
8673,L,297.5,308.8
8674,L,297.4,308.6
8675,M,297.4,308.6
8676,H,297.3,308.6
8677,M,297.3,308.5
8678,M,297.3,308.5
8679,L,297.3,308.5
8680,L,297.3,308.5
8681,L,297.2,308.5
8682,L,297.2,308.4
8683,M,297.2,308.5
8684,L,297.2,308.5
8685,L,297.2,308.5
8686,H,297.2,308.5
8687,M,297.2,308.5
8688,M,297.2,308.5
8689,L,297.1,308.5
8690,L,297.1,308.4
8691,L,297.1,308.5
8692,L,297.1,308.5
8693,L,297.1,308.4
8694,M,297.2,308.5
8695,L,297.2,308.5
8696,M,297.2,308.6
8697,L,297.2,308.6
8698,L,297.3,308.6
8699,H,297.3,308.7
8700,M,297.3,308.7
8701,M,297.3,308.7
8702,M,297.3,308.7
8703,L,297.2,308.6
8704,M,297.2,308.6
8705,L,297.1,308.5
8706,L,297.2,308.6
8707,L,297.2,308.6
8708,L,297.2,308.5
8709,M,297.2,308.5
8710,L,297.1,308.5
8711,L,297.1,308.5
8712,L,297.1,308.5
8713,L,297.2,308.6
8714,L,297.2,308.6
8715,M,297.2,308.6
8716,L,297.1,308.6
8717,M,297.1,308.6
8718,L,297.1,308.7
8719,L,297.2,308.7
8720,L,297.2,308.8
8721,L,297.3,308.8
8722,L,297.2,308.7
8723,L,297.2,308.6
8724,L,297.2,308.6
8725,M,297.2,308.6
8726,M,297.1,308.5
8727,L,297.2,308.6
8728,L,297.2,308.7
8729,M,297.2,308.7
8730,L,297.3,308.7
8731,H,297.3,308.7
8732,H,297.2,308.6
8733,L,297.2,308.6
8734,M,297.3,308.7
8735,L,297.2,308.6
8736,L,297.3,308.6
8737,L,297.3,308.7
8738,L,297.3,308.7
8739,L,297.3,308.7
8740,H,297.4,308.7
8741,M,297.4,308.8
8742,L,297.4,308.8
8743,L,297.4,308.8
8744,H,297.4,308.7
8745,M,297.4,308.7
8746,L,297.4,308.6
8747,L,297.3,308.5
8748,L,297.3,308.5
8749,L,297.3,308.5
8750,L,297.2,308.4
8751,L,297.3,308.5
8752,M,297.4,308.5
8753,M,297.4,308.5
8754,M,297.4,308.6
8755,L,297.4,308.6
8756,M,297.4,308.7
8757,L,297.5,308.7
8758,L,297.5,308.8
8759,M,297.5,308.7
8760,M,297.5,308.7
8761,M,297.4,308.7
8762,L,297.5,308.8
8763,H,297.5,308.8
8764,L,297.5,308.8
8765,L,297.4,308.8
8766,L,297.4,308.8
8767,L,297.5,308.8
8768,L,297.5,308.6
8769,M,297.5,308.7
8770,M,297.4,308.6
8771,L,297.4,308.6
8772,L,297.5,308.6
8773,L,297.5,308.6
8774,L,297.5,308.6
8775,M,297.6,308.7
8776,H,297.5,308.6
8777,L,297.5,308.6
8778,H,297.5,308.6
8779,L,297.5,308.7
8780,M,297.5,308.6
8781,M,297.5,308.6
8782,L,297.6,308.7
8783,L,297.5,308.7
8784,M,297.6,308.6
8785,L,297.5,308.6
8786,L,297.5,308.6
8787,L,297.5,308.5
8788,M,297.5,308.5
8789,L,297.4,308.5
8790,L,297.4,308.5
8791,L,297.4,308.5
8792,M,297.4,308.5
8793,L,297.4,308.5
8794,L,297.4,308.5
8795,M,297.4,308.5
8796,L,297.3,308.4
8797,L,297.2,308.3
8798,L,297.2,308.3
8799,L,297.3,308.4
8800,L,297.3,308.4
8801,L,297.4,308.5
8802,L,297.4,308.6
8803,L,297.4,308.6
8804,L,297.4,308.5
8805,M,297.5,308.6
8806,M,297.4,308.6
8807,L,297.4,308.5
8808,M,297.4,308.6
8809,L,297.4,308.6
8810,L,297.3,308.5
8811,M,297.3,308.5
8812,L,297.2,308.5
8813,M,297.2,308.4
8814,L,297.1,308.4
8815,L,297.2,308.4
8816,H,297.3,308.5
8817,M,297.2,308.5
8818,H,297.3,308.6
8819,M,297.4,308.7
8820,H,297.4,308.7
8821,L,297.3,308.7
8822,H,297.4,308.7
8823,L,297.4,308.8
8824,M,297.3,308.8
8825,M,297.3,308.9
8826,M,297.3,308.8
8827,M,297.2,308.8
8828,L,297.2,308.7
8829,L,297.3,308.7
8830,M,297.3,308.8
8831,H,297.3,308.7
8832,H,297.4,308.7
8833,L,297.4,308.8
8834,L,297.4,308.8
8835,L,297.4,308.8
8836,H,297.4,308.8
8837,L,297.4,308.9
8838,M,297.5,309.1
8839,L,297.5,309.0
8840,M,297.4,308.9
8841,M,297.3,308.7
8842,L,297.3,308.7
8843,L,297.3,308.7
8844,H,297.3,308.8
8845,H,297.4,308.9
8846,M,297.4,308.9
8847,M,297.4,308.8
8848,L,297.5,308.9
8849,M,297.5,308.9
8850,L,297.5,308.9
8851,L,297.6,309.0
8852,M,297.7,308.9
8853,L,297.7,308.9
8854,L,297.7,308.9
8855,M,297.7,309.0
8856,L,297.7,308.9
8857,M,297.7,308.9
8858,L,297.7,308.9
8859,L,297.8,308.9
8860,L,297.9,309.1
8861,M,297.9,309.1
8862,L,297.9,309.1
8863,M,298.0,309.2
8864,L,298.0,309.2
8865,M,298.0,309.1
8866,L,297.9,309.0
8867,H,297.9,308.9
8868,L,297.9,308.9
8869,L,297.9,309.0
8870,L,297.9,309.0
8871,M,297.9,309.1
8872,M,297.9,309.1
8873,M,297.9,309.1
8874,H,298.0,309.1
8875,L,298.1,309.3
8876,H,298.1,309.3
8877,M,298.1,309.3
8878,M,298.1,309.2
8879,L,298.1,309.2
8880,L,298.0,309.2
8881,L,298.0,309.2
8882,H,298.0,309.2
8883,L,298.0,309.2
8884,M,297.9,309.2
8885,L,298.0,309.2
8886,M,298.0,309.2
8887,L,297.9,309.0
8888,L,297.8,308.9
8889,M,297.7,308.9
8890,M,297.7,308.8
8891,L,297.7,308.8
8892,M,297.7,308.9
8893,L,297.6,308.8
8894,L,297.5,308.7
8895,M,297.5,308.7
8896,H,297.4,308.6
8897,L,297.4,308.7
8898,M,297.3,308.7
8899,L,297.4,308.6
8900,M,297.3,308.5
8901,M,297.3,308.6
8902,L,297.3,308.6
8903,H,297.4,308.7
8904,M,297.4,308.7
8905,L,297.4,308.7
8906,L,297.3,308.6
8907,L,297.3,308.7
8908,M,297.2,308.6
8909,L,297.2,308.5
8910,L,297.1,308.4
8911,L,297.1,308.4
8912,L,297.1,308.3
8913,L,297.2,308.5
8914,M,297.2,308.5
8915,M,297.3,308.5
8916,L,297.1,308.3
8917,L,297.1,308.2
8918,M,297.1,308.2
8919,L,297.1,308.2
8920,L,297.2,308.3
8921,L,297.1,308.3
8922,L,297.1,308.1
8923,L,297.1,308.2
8924,M,297.0,308.1
8925,H,297.1,308.2
8926,M,297.2,308.2
8927,M,297.3,308.3
8928,M,297.4,308.4
8929,L,297.4,308.4
8930,M,297.4,308.4
8931,L,297.4,308.4
8932,L,297.4,308.4
8933,L,297.4,308.4
8934,M,297.3,308.3
8935,L,297.3,308.2
8936,L,297.4,308.3
8937,L,297.4,308.3
8938,M,297.4,308.4
8939,M,297.4,308.4
8940,M,297.3,308.4
8941,H,297.3,308.3
8942,M,297.3,308.3
8943,L,297.3,308.3
8944,M,297.3,308.4
8945,L,297.3,308.3
8946,L,297.4,308.2
8947,M,297.3,308.2
8948,M,297.3,308.2
8949,M,297.4,308.3
8950,L,297.4,308.3
8951,L,297.4,308.2
8952,L,297.3,308.1
8953,M,297.2,308.0
8954,L,297.3,308.0
8955,L,297.3,308.0
8956,M,297.4,308.0
8957,L,297.4,308.1
8958,L,297.4,308.1
8959,M,297.4,308.1
8960,L,297.3,308.0
8961,L,297.3,307.9
8962,M,297.3,308.0
8963,L,297.3,307.9
8964,M,297.2,307.9
8965,M,297.2,307.9
8966,L,297.1,307.9
8967,L,297.1,307.8
8968,L,297.1,307.8
8969,L,297.1,307.8
8970,L,297.0,307.8
8971,L,297.0,307.6
8972,L,296.9,307.6
8973,M,296.8,307.4
8974,L,296.8,307.4
8975,L,296.8,307.5
8976,H,296.7,307.4
8977,L,296.7,307.4
8978,M,296.9,307.5
8979,L,296.9,307.6
8980,M,296.9,307.5
8981,L,297.0,307.6
8982,L,297.0,307.7
8983,L,297.0,307.7
8984,M,297.0,307.7
8985,L,297.1,307.8
8986,L,297.1,307.8
8987,M,297.1,307.8
8988,L,297.2,307.9
8989,L,297.2,307.9
8990,L,297.2,307.9
8991,L,297.2,307.9
8992,M,297.3,308.0
8993,H,297.2,307.9
8994,M,297.2,307.9
8995,M,297.1,307.9
8996,L,297.2,308.0
8997,L,297.2,307.9
8998,M,297.1,307.9
8999,L,297.1,308.0
9000,L,297.1,307.9
9001,L,297.0,307.9
9002,L,297.0,307.8
9003,L,297.1,307.8
9004,L,297.1,307.9
9005,M,297.1,307.8
9006,L,297.2,307.9
9007,L,297.3,307.9
9008,L,297.4,308.0
9009,M,297.4,308.0
9010,L,297.3,307.9
9011,L,297.2,307.9
9012,M,297.2,307.9
9013,L,297.2,308.0
9014,H,297.2,308.0
9015,M,297.2,308.1
9016,L,297.2,308.1
9017,L,297.3,308.2
9018,M,297.3,308.1
9019,L,297.3,308.1
9020,L,297.2,308.1
9021,L,297.3,308.2
9022,M,297.4,308.2
9023,L,297.4,308.3
9024,L,297.4,308.3
9025,L,297.4,308.3
9026,L,297.5,308.4
9027,M,297.5,308.4
9028,M,297.4,308.3
9029,L,297.4,308.3
9030,L,297.4,308.3
9031,M,297.5,308.4
9032,H,297.5,308.4
9033,L,297.4,308.3
9034,L,297.4,308.2
9035,H,297.4,308.2
9036,M,297.3,308.1
9037,L,297.3,308.3
9038,L,297.3,308.2
9039,L,297.3,308.3
9040,M,297.3,308.3
9041,L,297.3,308.3
9042,L,297.3,308.3
9043,M,297.3,308.4
9044,L,297.4,308.4
9045,L,297.4,308.4
9046,L,297.4,308.4
9047,L,297.4,308.4
9048,L,297.3,308.4
9049,M,297.3,308.4
9050,L,297.3,308.5
9051,M,297.4,308.5
9052,L,297.4,308.6
9053,M,297.4,308.6
9054,M,297.4,308.5
9055,M,297.3,308.4
9056,H,297.3,308.4
9057,L,297.3,308.3
9058,M,297.3,308.4
9059,M,297.2,308.3
9060,L,297.2,308.3
9061,H,297.2,308.3
9062,M,297.2,308.4
9063,L,297.2,308.3
9064,L,297.2,308.3
9065,L,297.2,308.4
9066,H,297.2,308.4
9067,L,297.2,308.3
9068,L,297.1,308.2
9069,H,297.1,308.2
9070,M,297.2,308.2
9071,L,297.1,308.2
9072,L,297.0,308.1
9073,H,297.2,308.1
9074,L,297.2,308.1
9075,M,297.2,308.1
9076,L,297.3,308.1
9077,L,297.2,308.1
9078,L,297.3,308.1
9079,L,297.3,308.1
9080,H,297.3,308.1
9081,L,297.2,308.0
9082,L,297.3,308.0
9083,L,297.2,307.9
9084,M,297.2,307.9
9085,L,297.2,307.9
9086,H,297.1,307.9
9087,L,297.1,307.8
9088,L,297.1,307.8
9089,M,297.1,307.9
9090,L,297.2,307.9
9091,M,297.2,307.9
9092,M,297.2,308.0
9093,L,297.3,308.1
9094,M,297.3,308.1
9095,M,297.3,308.1
9096,L,297.3,308.1
9097,L,297.2,308.1
9098,L,297.3,308.1
9099,L,297.3,308.1
9100,H,297.3,308.1
9101,L,297.3,308.2
9102,H,297.3,308.2
9103,L,297.3,308.3
9104,L,297.3,308.2
9105,M,297.4,308.3
9106,M,297.3,308.2
9107,L,297.4,308.3
9108,M,297.5,308.5
9109,M,297.5,308.6
9110,L,297.5,308.6
9111,M,297.6,308.6
9112,L,297.6,308.6
9113,M,297.6,308.6
9114,L,297.6,308.6
9115,L,297.6,308.7
9116,M,297.6,308.6
9117,H,297.6,308.7
9118,M,297.6,308.7
9119,L,297.6,308.6
9120,M,297.4,308.4
9121,L,297.4,308.4
9122,L,297.3,308.3
9123,L,297.4,308.4
9124,L,297.4,308.5
9125,L,297.4,308.4
9126,L,297.4,308.5
9127,L,297.4,308.5
9128,L,297.4,308.5
9129,M,297.5,308.6
9130,L,297.6,308.6
9131,L,297.6,308.6
9132,H,297.6,308.6
9133,M,297.6,308.6
9134,L,297.7,308.7
9135,L,297.7,308.7
9136,H,297.7,308.8
9137,L,297.7,308.7
9138,L,297.7,308.7
9139,L,297.6,308.6
9140,L,297.5,308.5
9141,L,297.5,308.5
9142,L,297.5,308.5
9143,L,297.6,308.5
9144,L,297.6,308.5
9145,M,297.5,308.5
9146,L,297.6,308.5
9147,L,297.6,308.6
9148,L,297.7,308.7
9149,L,297.6,308.6
9150,M,297.5,308.6
9151,M,297.5,308.6
9152,L,297.6,308.6
9153,L,297.5,308.6
9154,L,297.5,308.6
9155,L,297.5,308.6
9156,L,297.5,308.5
9157,M,297.5,308.4
9158,L,297.5,308.5
9159,H,297.4,308.4
9160,M,297.5,308.6
9161,H,297.5,308.5
9162,M,297.5,308.5
9163,M,297.6,308.6
9164,L,297.6,308.6
9165,L,297.6,308.6
9166,L,297.6,308.6
9167,M,297.6,308.6
9168,M,297.6,308.7
9169,H,297.6,308.8
9170,L,297.7,308.8
9171,L,297.7,308.7
9172,M,297.7,308.8
9173,L,297.7,308.9
9174,H,297.8,308.9
9175,L,297.8,308.9
9176,L,297.8,309.0
9177,L,297.8,308.9
9178,L,297.9,309.1
9179,L,297.8,309.0
9180,H,297.9,309.1
9181,L,297.9,309.1
9182,L,297.9,309.1
9183,M,297.8,309.0
9184,L,297.9,309.1
9185,L,298.0,309.2
9186,L,297.9,309.1
9187,L,297.9,309.0
9188,L,297.9,309.0
9189,L,297.9,309.0
9190,L,297.9,309.1
9191,M,298.0,309.0
9192,M,297.9,309.0
9193,L,297.9,309.0
9194,M,297.9,309.0
9195,L,297.9,308.9
9196,L,297.9,309.0
9197,L,298.0,308.9
9198,M,297.9,308.8
9199,M,297.9,308.8
9200,L,297.9,308.8
9201,M,297.9,308.8
9202,L,297.8,308.7
9203,L,297.8,308.8
9204,L,297.8,308.8
9205,L,297.8,308.8
9206,L,297.8,308.8
9207,M,297.9,308.9
9208,L,297.9,308.8
9209,L,298.0,308.9
9210,M,298.0,309.0
9211,M,297.9,309.0
9212,M,298.0,309.0
9213,L,298.0,308.9
9214,L,298.0,309.0
9215,L,298.0,308.9
9216,L,297.9,308.8
9217,H,297.7,308.8
9218,L,297.8,308.8
9219,L,297.7,308.8
9220,M,297.7,308.8
9221,L,297.8,308.9
9222,M,297.8,309.0
9223,M,297.9,309.0
9224,L,297.9,309.0
9225,L,297.9,309.0
9226,L,298.0,309.1
9227,L,298.0,309.1
9228,L,298.0,309.1
9229,M,298.1,309.1
9230,M,298.1,309.0
9231,L,298.2,309.2
9232,L,298.2,309.1
9233,L,298.2,309.1
9234,L,298.3,309.1
9235,L,298.3,309.1
9236,M,298.2,308.9
9237,L,298.1,308.7
9238,M,298.1,308.8
9239,M,298.2,308.8
9240,H,298.2,308.8
9241,M,298.1,308.7
9242,L,298.1,308.7
9243,M,298.2,308.7
9244,L,298.3,308.8
9245,L,298.3,308.8
9246,L,298.3,308.9
9247,L,298.3,308.9
9248,L,298.3,308.9
9249,M,298.3,309.1
9250,L,298.3,309.0
9251,H,298.3,309.0
9252,M,298.2,309.1
9253,M,298.1,309.0
9254,M,298.2,309.0
9255,L,298.3,309.1
9256,L,298.2,309.0
9257,L,298.2,309.1
9258,M,298.3,309.1
9259,H,298.3,309.0
9260,M,298.2,309.0
9261,L,298.2,309.0
9262,H,298.3,309.0
9263,M,298.3,309.1
9264,L,298.3,309.1
9265,M,298.3,309.0
9266,M,298.3,308.9
9267,L,298.2,308.9
9268,L,298.2,308.8
9269,L,298.2,308.8
9270,L,298.2,308.8
9271,L,298.2,308.8
9272,L,298.2,308.7
9273,L,298.2,308.6
9274,H,298.2,308.7
9275,L,298.2,308.7
9276,L,298.2,308.7
9277,L,298.1,308.7
9278,L,298.2,308.7
9279,H,298.2,308.8
9280,M,298.2,308.8
9281,H,298.2,308.8
9282,L,298.2,308.9
9283,M,298.2,308.9
9284,M,298.3,309.0
9285,L,298.2,308.9
9286,M,298.2,309.0
9287,L,298.2,308.9
9288,L,298.2,308.9
9289,L,298.2,308.9
9290,L,298.2,308.9
9291,L,298.2,309.0
9292,L,298.2,309.0
9293,L,298.2,309.0
9294,L,298.3,309.1
9295,L,298.1,309.0
9296,M,298.2,309.0
9297,H,298.2,309.0
9298,M,298.1,308.9
9299,L,298.1,308.9
9300,M,298.1,308.9
9301,L,298.1,308.9
9302,M,298.1,308.9
9303,M,298.1,308.9
9304,L,298.2,309.0
9305,L,298.3,309.1
9306,H,298.3,309.1
9307,M,298.3,309.2
9308,L,298.3,309.1
9309,L,298.4,309.1
9310,L,298.3,309.2
9311,L,298.4,309.3
9312,L,298.4,309.4
9313,H,298.5,309.4
9314,L,298.5,309.4
9315,M,298.5,309.4
9316,L,298.5,309.5
9317,H,298.5,309.4
9318,L,298.5,309.5
9319,L,298.5,309.4
9320,L,298.5,309.4
9321,L,298.4,309.3
9322,L,298.4,309.2
9323,M,298.5,309.3
9324,L,298.6,309.4
9325,L,298.6,309.3
9326,M,298.6,309.3
9327,L,298.6,309.3
9328,L,298.5,309.2
9329,H,298.5,309.1
9330,L,298.5,309.1
9331,M,298.4,309.0
9332,L,298.4,308.9
9333,M,298.5,309.0
9334,L,298.5,309.0
9335,L,298.4,308.9
9336,L,298.4,308.9
9337,L,298.5,308.9
9338,H,298.5,308.9
9339,H,298.5,309.0
9340,L,298.5,309.0
9341,H,298.4,308.9
9342,M,298.3,308.9
9343,H,298.3,308.9
9344,M,298.3,308.8
9345,L,298.2,308.8
9346,L,298.2,308.8
9347,M,298.2,308.8
9348,M,298.2,308.7
9349,L,298.2,308.7
9350,M,298.2,308.7
9351,L,298.2,308.7
9352,L,298.3,308.8
9353,L,298.2,308.7
9354,L,298.2,308.8
9355,M,298.2,308.8
9356,L,298.3,308.9
9357,L,298.3,308.9
9358,M,298.3,308.9
9359,L,298.2,308.7
9360,M,298.1,308.7
9361,L,298.0,308.6
9362,L,298.0,308.6
9363,M,298.0,308.5
9364,L,297.9,308.5
9365,L,297.9,308.5
9366,M,298.0,308.6
9367,L,298.0,308.5
9368,L,297.9,308.5
9369,L,297.7,308.4
9370,M,297.7,308.3
9371,H,297.7,308.4
9372,L,297.7,308.4
9373,L,297.7,308.4
9374,L,297.7,308.5
9375,M,297.8,308.5
9376,H,297.7,308.4
9377,H,297.7,308.4
9378,H,297.7,308.3
9379,L,297.6,308.3
9380,L,297.5,308.2
9381,L,297.4,308.1
9382,M,297.5,308.1
9383,L,297.5,308.2
9384,H,297.5,308.1
9385,M,297.6,308.1
9386,M,297.5,308.1
9387,M,297.5,308.0
9388,H,297.4,307.9
9389,M,297.5,307.9
9390,L,297.6,308.0
9391,M,297.5,308.0
9392,H,297.6,308.2
9393,L,297.6,308.1
9394,H,297.7,308.2
9395,L,297.7,308.2
9396,L,297.7,308.2
9397,L,297.8,308.3
9398,M,297.7,308.2
9399,H,297.7,308.2
9400,L,297.8,308.3
9401,L,297.7,308.2
9402,M,297.7,308.2
9403,L,297.7,308.1
9404,L,297.7,308.1
9405,L,297.7,308.2
9406,M,297.7,308.1
9407,M,297.7,308.1
9408,L,297.8,308.3
9409,H,297.9,308.4
9410,L,298.0,308.5
9411,M,298.0,308.5
9412,L,298.0,308.5
9413,L,298.0,308.5
9414,L,298.1,308.6
9415,L,298.1,308.6
9416,M,298.2,308.7
9417,M,298.1,308.5
9418,H,298.1,308.4
9419,L,298.0,308.4
9420,L,298.0,308.4
9421,L,298.0,308.4
9422,M,298.1,308.5
9423,L,298.1,308.5
9424,L,298.1,308.5
9425,M,298.0,308.5
9426,M,298.1,308.6
9427,L,298.1,308.7
9428,L,298.2,308.8
9429,H,298.2,308.8
9430,L,298.2,308.8
9431,L,298.1,308.7
9432,L,298.0,308.6
9433,L,298.0,308.7
9434,M,298.0,308.7
9435,L,298.0,308.6
9436,L,298.0,308.7
9437,L,298.0,308.6
9438,M,298.1,308.7
9439,M,298.1,308.7
9440,M,298.1,308.8
9441,M,298.1,308.8
9442,L,298.1,308.8
9443,M,298.1,308.8
9444,H,298.0,308.8
9445,L,298.1,308.9
9446,M,298.2,309.0
9447,H,298.1,308.9
9448,M,298.1,308.9
9449,L,298.2,309.0
9450,M,298.1,308.8
9451,M,298.0,308.7
9452,H,298.0,308.7
9453,M,298.0,308.7
9454,H,298.2,309.0
9455,L,298.4,309.2
9456,L,298.5,309.2
9457,L,298.5,309.3
9458,M,298.5,309.3
9459,L,298.4,309.1
9460,L,298.4,309.1
9461,M,298.4,309.2
9462,M,298.4,309.2
9463,L,298.5,309.3
9464,M,298.5,309.3
9465,L,298.6,309.4
9466,M,298.6,309.4
9467,L,298.6,309.4
9468,L,298.6,309.3
9469,L,298.6,309.4
9470,L,298.6,309.4
9471,H,298.6,309.4
9472,M,298.6,309.4
9473,M,298.7,309.4
9474,L,298.7,309.5
9475,M,298.7,309.6
9476,L,298.8,309.6
9477,M,298.8,309.6
9478,M,298.8,309.6
9479,L,298.8,309.6
9480,H,298.9,309.6
9481,M,298.9,309.6
9482,L,298.9,309.6
9483,H,298.8,309.6
9484,H,298.9,309.6
9485,L,298.9,309.6
9486,L,298.9,309.6
9487,M,298.9,309.6
9488,L,298.9,309.6
9489,M,298.9,309.6
9490,L,298.9,309.7
9491,M,299.0,309.7
9492,M,299.0,309.7
9493,L,299.1,309.9
9494,L,299.1,309.8
9495,L,299.2,309.9
9496,H,299.3,310.0
9497,M,299.2,310.0
9498,H,299.1,309.9
9499,H,299.2,310.1
9500,L,299.2,310.1
9501,L,299.2,310.2
9502,L,299.3,310.3
9503,L,299.3,310.2
9504,M,299.2,310.3
9505,L,299.2,310.3
9506,L,299.2,310.3
9507,H,299.3,310.4
9508,L,299.3,310.5
9509,L,299.2,310.4
9510,M,299.2,310.4
9511,M,299.2,310.4
9512,L,299.1,310.3
9513,L,299.0,310.2
9514,M,299.0,310.2
9515,L,299.0,310.1
9516,L,299.0,310.2
9517,L,298.9,310.1
9518,L,298.9,310.1
9519,L,299.0,310.1
9520,L,299.0,310.1
9521,L,299.0,310.1
9522,M,298.9,310.1
9523,M,299.0,310.2
9524,L,299.0,310.2
9525,H,299.0,310.3
9526,L,299.1,310.3
9527,M,299.2,310.4
9528,L,299.1,310.4
9529,M,299.1,310.3
9530,L,299.1,310.3
9531,H,299.1,310.4
9532,L,299.2,310.5
9533,L,299.2,310.5
9534,L,299.2,310.5
9535,L,299.3,310.6
9536,M,299.3,310.6
9537,L,299.3,310.5
9538,M,299.3,310.6
9539,L,299.3,310.6
9540,L,299.4,310.8
9541,M,299.4,310.8
9542,M,299.5,310.8
9543,L,299.6,310.9
9544,M,299.5,310.9
9545,L,299.6,311.0
9546,L,299.6,311.0
9547,M,299.7,311.2
9548,L,299.6,311.1
9549,L,299.6,311.1
9550,M,299.6,311.1
9551,M,299.5,311.0
9552,L,299.4,310.8
9553,M,299.3,310.8
9554,L,299.3,310.7
9555,M,299.3,310.7
9556,H,299.4,310.8
9557,L,299.5,310.8
9558,M,299.5,310.8
9559,M,299.5,310.9
9560,L,299.5,310.9
9561,L,299.6,310.9
9562,L,299.6,310.9
9563,M,299.7,311.0
9564,M,299.8,311.1
9565,L,299.8,311.1
9566,M,299.8,311.1
9567,L,299.8,311.1
9568,L,299.8,311.1
9569,L,299.8,311.1
9570,M,299.8,311.0
9571,L,299.7,310.9
9572,L,299.7,310.8
9573,M,299.7,310.8
9574,L,299.7,310.9
9575,H,299.7,310.8
9576,M,299.6,310.8
9577,L,299.6,310.7
9578,M,299.5,310.7
9579,L,299.4,310.7
9580,L,299.5,310.7
9581,M,299.5,310.7
9582,L,299.4,310.6
9583,M,299.3,310.5
9584,L,299.3,310.5
9585,L,299.3,310.5
9586,M,299.3,310.5
9587,L,299.4,310.6
9588,M,299.3,310.5
9589,H,299.3,310.4
9590,L,299.2,310.4
9591,M,299.2,310.4
9592,L,299.2,310.4
9593,L,299.2,310.4
9594,L,299.1,310.2
9595,L,299.1,310.3
9596,H,299.0,310.1
9597,L,298.9,310.1
9598,L,298.9,310.1
9599,L,299.0,310.2
9600,L,299.0,310.1
9601,M,298.9,310.0
9602,L,298.9,310.1
9603,L,298.9,310.2
9604,M,298.9,310.1
9605,H,299.0,310.2
9606,M,298.9,310.1
9607,L,298.9,310.1
9608,L,298.9,310.1
9609,M,298.9,310.1
9610,L,299.0,310.1
9611,L,299.0,310.1
9612,L,299.0,310.2
9613,M,299.0,310.2
9614,L,299.0,310.2
9615,M,299.1,310.3
9616,M,299.0,310.2
9617,L,298.9,310.1
9618,L,299.0,310.2
9619,L,299.0,310.1
9620,M,298.9,310.0
9621,L,298.9,310.0
9622,M,299.0,310.0
9623,L,298.9,310.0
9624,L,298.9,310.1
9625,H,299.0,310.1
9626,M,299.0,310.1
9627,M,299.0,310.0
9628,M,298.9,310.0
9629,H,299.0,310.0
9630,H,299.0,310.1
9631,L,299.0,310.1
9632,L,299.0,310.0
9633,M,299.0,310.0
9634,H,299.1,310.1
9635,L,299.1,310.2
9636,L,299.2,310.2
9637,L,299.2,310.3
9638,L,299.2,310.3
9639,H,299.3,310.4
9640,L,299.3,310.4
9641,L,299.4,310.5
9642,L,299.3,310.4
9643,L,299.4,310.5
9644,L,299.4,310.4
9645,L,299.3,310.4
9646,L,299.4,310.5
9647,L,299.4,310.4
9648,L,299.2,310.2
9649,L,299.1,310.1
9650,H,299.1,310.0
9651,M,299.1,310.0
9652,M,299.1,310.0
9653,M,299.0,310.0
9654,L,299.0,309.9
9655,L,299.1,310.0
9656,H,299.1,310.0
9657,L,299.0,310.1
9658,L,299.0,310.0
9659,L,299.0,309.9
9660,L,298.9,309.8
9661,M,298.9,309.8
9662,H,299.0,310.0
9663,M,299.1,310.1
9664,L,299.1,310.1
9665,L,299.1,310.2
9666,L,299.2,310.3
9667,M,299.1,310.3
9668,L,299.2,310.3
9669,L,299.1,310.3
9670,L,299.1,310.3
9671,L,299.0,310.2
9672,L,299.0,310.2
9673,H,299.0,310.2
