Function,Agency,Fund Type,FP Category,Fund,Subfund,Subfund Name,2019-20 Estimates,2018-19 Actuals,2017-18 Actuals,2016-17 Actuals,2015-16 Actuals,2014-15 Actuals,2013-14  Actuals,2012-13  Actuals,2011-12  Actuals,2010-11  Actuals,2009-10  Actuals,2008-09  Actuals,2007-08  Actuals,2006-07  Actuals,2005-06  Actuals,2004-05  Actuals,2003-04  Actuals,2002-03  Actuals,2001-02  Actuals,2000-01  Actuals,1999-00  Actuals,1998-99  Actuals,1997-98  Actuals,1996-97  Actuals,1995-96  Actuals,1994-95  Actuals
Elected Officials,Judiciary,Special Revenue Funds - Other,Personal Service,Miscellaneous State Special Revenue,22012,Atty Licensing,18200,"18,338",18079,17952,17526,17088,17108,17100,17087,17475,18325,18264,15977,15475,14757,14102,13130,12960,12242,11385,9822,9340,8613,8384,7809,7448
Elected Officials,Judiciary,Special Revenue Funds - Other,Fringe Benefits,Miscellaneous State Special Revenue,22106,NYC Juv Alt Det,0,0,0,0,0,65,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Elected Officials,Judiciary,Special Revenue Funds - Other,Personal Service,Miscellaneous State Special Revenue,22106,NYC Juv Alt Det,0,0,0,0,0,134,172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Elected Officials,Judiciary,Special Revenue Funds - Other,Non-Personal Service,Miscellaneous State Special Revenue,22127,Family Court Co,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0
Elected Officials,Judiciary,Special Revenue Funds - Other,Personal Service,Miscellaneous State Special Revenue,22127,Family Court Co,0,0,0,0,0,0,0,0,0,0,25,28,40,24,0,0,0,0,0,0,0,0,0,0,0,0
Elected Officials,Judiciary,Special Revenue Funds - Other,Fringe Benefits,New York City County Clerks' Operations Offset Fund,23151,NYC County Cler,12400,"11,250",10432,10194,9448,9900,8359,9650,15501,4001,5273,5273,4984,3494,0,3399,2951,2555,1,2374,2264,2205,2408,2807,666,0
Elected Officials,Judiciary,Special Revenue Funds - Other,Non-Personal Service,New York City County Clerks' Operations Offset Fund,23151,NYC County Cler,3400,"2,404",2653,2768,3052,2996,2704,3271,2687,3225,3296,3983,3534,3507,4300,2917,2303,2890,2833,2230,2255,2593,2097,1497,706,0
Elected Officials,Judiciary,Special Revenue Funds - Other,Personal Service,New York City County Clerks' Operations Offset Fund,23151,NYC County Cler,21600,"22,030",20099,19878,19937,19407,19574,19257,19185,20671,20847,21022,18000,17494,16297,15763,14318,14573,13602,13169,11465,11847,11013,10774,14222,3122
Elected Officials,"Law, Department of",Capital Projects Funds - Other,Capital Projects,Capital Projects Fund,30000,Capital Project,0,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Elected Officials,"Law, Department of",Capital Projects Funds - Other,Capital Projects,Capital Projects Fund,300CC,CPF - Auth Bond,4262,"6,767",5035,6201,1449,2379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Elected Officials,"Law, Department of",General Fund,Grants to Local Gov.,Community Projects Fund,10253,Comm Proj CC,0,0,0,0,0,0,0,0,0,0,0,0,150,48,120,60,0,60,50,0,0,0,0,0,0,0
Elected Officials,"Law, Department of",General Fund,Grants to Local Gov.,Local Assistance Account,10000,Local Assistnce,0,0,0,0,0,0,0,0,0,0,0,0,0,42,527,172,918,328,753,867,591,709,902,629,508,311
Elected Officials,"Law, Department of",General Fund,Non-Personal Service,State Operations Account,10050,State Purposes,11782,"10,107",10493,11451,12146,14798,11391,16196,14620,14299,18383,29250,35502,30886,31922,32029,34763,35412,38510,35234,33271,22539,19470,17547,17903,16853
Elected Officials,"Law, Department of",General Fund,Personal Service,State Operations Account,10050,State Purposes,97907,"97,853",95500,92699,89952,86997,87359,78734,83740,96314,101527,101751,90205,90958,86592,82257,74872,82811,80197,76635,63619,62304,53973,50546,50189,52357
Elected Officials,"Law, Department of",Special Revenue Funds - Federal,Fringe Benefits,Federal Health and Human Services Fund,25100,Federal HHS,12807,"15,697",11667,10298,12178,6933,10334,7606,7165,7778,9346,5631,7386,7866,6514,5912,5060,4933,4506,3317,3332,2747,3303,2941,2499,4999
Elected Officials,"Law, Department of",Special Revenue Funds - Federal,Indirect Costs,Federal Health and Human Services Fund,25100,Federal HHS,594,709,383,328,959,273,636,502,447,627,1349,500,679,534,473,508,484,419,0,411,0,0,0,0,0,0
Elected Officials,"Law, Department of",Special Revenue Funds - Federal,Non-Personal Service,Federal Health and Human Services Fund,25100,Federal HHS,7983,"6,545",6590,6304,7888,7094,6799,5929,7800,5020,5807,5837,3887,6155,6651,5810,3517,6749,4611,4635,4087,8243,2665,3400,1232,1652
Elected Officials,"Law, Department of",Special Revenue Funds - Federal,Personal Service,Federal Health and Human Services Fund,25100,Federal HHS,20764,"20,681",20135,18619,17509,17385,17482,17303,16688,17526,19628,19222,17342,16891,16329,15248,13920,14955,13887,13373,11442,11516,11323,10560,11145,11979
Elected Officials,"Law, Department of",Special Revenue Funds - Federal,Fringe Benefits,Federal Miscellaneous Operating Grants Fund,25300,Fed Oper Grant,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Elected Officials,"Law, Department of",Special Revenue Funds - Federal,Non-Personal Service,Federal Miscellaneous Operating Grants Fund,25300,Fed Oper Grant,0,0,0,0,0,0,0,350,275,0,0,0,0,0,21,0,37,187,57,0,0,0,0,0,0,0
Elected Officials,"Law, Department of",Special Revenue Funds - Federal,Personal Service,Federal Miscellaneous Operating Grants Fund,25300,Fed Oper Grant,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Elected Officials,"Law, Department of",Special Revenue Funds - Federal,Non-Personal Service,Federal USDA / Food and Nutrition Services Fund,25000,Fed USDA/FNS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19
Elected Officials,"Law, Department of",Special Revenue Funds - Federal,Personal Service,Federal USDA / Food and Nutrition Services Fund,25000,Fed USDA/FNS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107
Elected Officials,"Law, Department of",Special Revenue Funds - Other,Non-Personal Service,Miscellaneous State Special Revenue,21917,Med Frd Seized,238,51,202,19,24,103,28,151,235,43,0,0,0,0,0,0,2,13,1,0,0,0,0,0,0,0
Elected Officials,"Law, Department of",Special Revenue Funds - Other,Fringe Benefits,Miscellaneous State Special Revenue,21990,OCTF Crime Forf,0,0,0,23,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-24,467,0,0
Elected Officials,"Law, Department of",Special Revenue Funds - Other,Indirect Costs,Miscellaneous State Special Revenue,21990,OCTF Crime Forf,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,67,0,0,0,0,0,0,0,0,0,0
Elected Officials,"Law, Department of",Special Revenue Funds - Other,Non-Personal Service,Miscellaneous State Special Revenue,21990,OCTF Crime Forf,956,"1,428",2079,1922,18,3037,2265,456,2133,55,602,3884,1130,2089,1804,2304,1719,5744,2483,1286,2605,2673,4868,902,81,268
Elected Officials,"Law, Department of",Special Revenue Funds - Other,Personal Service,Miscellaneous State Special Revenue,21990,OCTF Crime Forf,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1244,0,0
Elected Officials,"Law, Department of",Special Revenue Funds - Other,Non-Personal Service,Miscellaneous State Special Revenue,219A1,Legal Technolgy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,467,1392,0,0,0,0
Elected Officials,"Law, Department of",Special Revenue Funds - Other,Non-Personal Service,Miscellaneous State Special Revenue,219EB,Antitrust Enfor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,308,232,113,245,368,247
Elected Officials,"Law, Department of",Special Revenue Funds - Other,Fringe Benefits,Miscellaneous State Special Revenue,219W7,OCTF Seiz Asset,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-7,1097,0
Elected Officials,"Law, Department of",Special Revenue Funds - Other,Non-Personal Service,Miscellaneous State Special Revenue,219W7,OCTF Seiz Asset,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,922,587
Elected Officials,"Law, Department of",Special Revenue Funds - Other,Personal Service,Miscellaneous State Special Revenue,219W7,OCTF Seiz Asset,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,1573,2187
Elected Officials,"Law, Department of",Special Revenue Funds - Other,Grants to Local Gov.,Miscellaneous State Special Revenue,22025,Comm Svce Assis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0
Elected Officials,"Law, Department of",Special Revenue Funds - Other,Fringe Benefits,Miscellaneous State Special Revenue,22041,Medicaid Fraud,4269,"5,232",3886,3617,3865,2340,3309,2896,2638,2820,3505,1706,3077,2580,2361,2040,1274,0,0,0,0,0,0,0,0,0
Elected Officials,"Law, Department of",Special Revenue Funds - Other,Indirect Costs,Miscellaneous State Special Revenue,22041,Medicaid Fraud,198,236,128,124,166,120,182,160,170,191,287,142,223,188,181,175,127,0,0,0,0,0,0,0,0,0
Elected Officials,"Law, Department of",Special Revenue Funds - Other,Non-Personal Service,Miscellaneous State Special Revenue,22041,Medicaid Fraud,2423,"2,178",2039,1916,2502,1630,1935,1932,2378,1709,2171,1524,3089,1935,2764,1717,1494,1634,1262,0,0,720,0,0,0,147
Elected Officials,"Law, Department of",Special Revenue Funds - Other,Personal Service,Miscellaneous State Special Revenue,22041,Medicaid Fraud,6920,"6,894",6712,6206,5843,5795,5851,5756,5563,5842,6543,6407,5772,5630,5443,5083,4586,0,0,2500,2184,2500,2500,2292,1841,2910
Elected Officials,"Law, Department of",Special Revenue Funds - Other,Fringe Benefits,Miscellaneous State Special Revenue,22117,Litigation Sett,14768,"20,323",12054,10583,12303,10907,12113,6323,5270,4854,6716,6725,5583,5870,7366,4147,2740,2465,1752,1714,2234,1452,1858,0,0,0
Elected Officials,"Law, Department of",Special Revenue Funds - Other,Indirect Costs,Miscellaneous State Special Revenue,22117,Litigation Sett,747,"1,090",526,504,568,521,644,328,380,448,606,611,472,449,621,353,270,276,0,243,0,0,0,0,0,0
Elected Officials,"Law, Department of",Special Revenue Funds - Other,Non-Personal Service,Miscellaneous State Special Revenue,22117,Litigation Sett,35595,"36,398",35128,33788,33981,31916,31825,32498,34067,33367,27864,32493,18599,25070,15413,15710,5098,6655,3749,3426,3522,2692,1825,0,0,0
Elected Officials,"Law, Department of",Special Revenue Funds - Other,Personal Service,Miscellaneous State Special Revenue,22117,Litigation Sett,23125,"29,023",29208,20365,22488,19540,18916,22724,16574,9132,15158,15267,12307,12586,13434,13202,7288,7427,7130,6946,6226,7088,5846,0,0,0
Elected Officials,"Law, Department of",Special Revenue Funds - Other,Fringe Benefits,Miscellaneous State Special Revenue,22154,Real Estate Fin,762,862,638,508,476,366,484,346,255,210,190,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Elected Officials,"Law, Department of",Special Revenue Funds - Other,Indirect Costs,Miscellaneous State Special Revenue,22154,Real Estate Fin,39,44,28,23,22,18,27,19,16,15,15,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Elected Officials,"Law, Department of",Special Revenue Funds - Other,Non-Personal Service,Miscellaneous State Special Revenue,22154,Real Estate Fin,1381,859,409,204,249,175,457,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Elected Officials,"Law, Department of",Special Revenue Funds - Other,Personal Service,Miscellaneous State Special Revenue,22154,Real Estate Fin,1193,"1,134",1061,949,816,791,741,708,585,462,455,203,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Elected Officials,Legislature,General Fund,Non-Personal Service,State Operations Account,10050,State Purposes,53754,"47,705",47862,53689,46667,44981,48455,48805,44142,47644,46205,53773,51800,50856,51354,48954,45557,60687,56081,48487,50530,44079,48455,44858,41925,43447
Elected Officials,Legislature,General Fund,Personal Service,State Operations Account,10050,State Purposes,187511,"175,304",174350,170623,167444,160777,158325,153155,151882,174096,177874,166856,164339,162262,158697,157757,155195,155992,151123,146703,140385,137750,127263,125616,125503,134692
Elected Officials,Legislature,Special Revenue Funds - Federal,Personal Service,Federal Miscellaneous Operating Grants Fund,25300,Fed Oper Grant,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,0,0,152
Elected Officials,Legislature,Special Revenue Funds - Other,Non-Personal Service,Combined Expendable Trust,20103,Chambers Restor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0
Elected Officials,Legislature,Special Revenue Funds - Other,Non-Personal Service,Legislative Computer Services Fund,21551,Legisl Comp R&D,950,564,1160,1581,1469,1046,1204,1034,1139,796,2010,1100,807,0,0,0,1500,2050,950,950,1061,1313,950,900,900,0
Elected Officials,Legislature,Special Revenue Funds - Other,Non-Personal Service,Legislative Computer Services Fund,21552,Demographics/Re,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0
Elected Officials,Legislature,Special Revenue Funds - Other,Non-Personal Service,Miscellaneous State Special Revenue,219F6,Lc On Solid Was,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4
Elected Officials,Legislature,Special Revenue Funds - Other,Non-Personal Service,Miscellaneous State Special Revenue,22040,Senate Recyclab,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0
Elected Officials,"Lieutenant Governor, Office of the",General Fund,Non-Personal Service,State Operations Account,10050,State Purposes,91,116,110,146,163,67,81,88,119,23,0,54,201,48,121,31,36,94,58,63,73,92,67,69,66,52
Elected Officials,"Lieutenant Governor, Office of the",General Fund,Personal Service,State Operations Account,10050,State Purposes,523,414,382,364,336,299,346,345,289,281,0,79,1113,312,227,347,322,358,406,387,320,244,274,279,249,345
Local Government Assistance,1998-99 Municipal Targeted Aid,General Fund,Grants to Local Gov.,Local Assistance Account,10000,Local Assistnce,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29396,0,0,0,0
Local Government Assistance,Additional Eligible Municipalities,General Fund,Grants to Local Gov.,Local Assistance Account,10000,Local Assistnce,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49293,49293,40543,0,0
Local Government Assistance,Additional Municipal Aid,General Fund,Grants to Local Gov.,Local Assistance Account,10000,Local Assistnce,0,0,0,0,0,0,0,0,0,0,0,0,0,77438,0,0,0,0,0,0,0,0,0,0,0,0
Local Government Assistance,Aid For Landfills,General Fund,Grants to Local Gov.,Local Assistance Account,10000,Local Assistnce,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,450,480,0,0,0,0
Local Government Assistance,Aid and Incentives for Municipalities,General Fund,Grants to Local Gov.,Local Assistance Account,10000,Local Assistnce,666383,"721,732",721789,714732,728288,726338,718950,721159,721034,738940,1039488,997600,706496,886828,836326,0,0,0,0,0,0,0,0,0,0,0
Local Government Assistance,Aid and Incentives for Municipalities,General Fund,Non-Personal Service,State Operations Account,10050,State Purposes,2,247,131,107,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Local Government Assistance,County-Wide Shared Services Initiative,General Fund,Grants to Local Gov.,Local Assistance Account,10000,Local Assistnce,40000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Local Government Assistance,Disaster Planning and Preparedness,General Fund,Grants to Local Gov.,Local Assistance Account,10000,Local Assistnce,0,0,0,0,0,0,0,0,0,0,0,0,0,5693,0,0,0,0,0,0,0,0,0,0,0,0
Local Government Assistance,Efficiency Incentive Grants Program,General Fund,Grants to Local Gov.,Local Assistance Account,10000,Local Assistnce,0,0,348,0,1289,1592,4987,5225,4714,4604,3293,229,783,10085,0,0,0,0,0,0,0,0,0,0,0,0
Local Government Assistance,Emergency Financial Aid to Certain Cities,General Fund,Grants to Local Gov.,Local Assistance Account,10000,Local Assistnce,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26474,26474,26474,26474,26474,26474,26474,26474,26474,27533,26474
Local Government Assistance,Emergency Financial Aid to Eligible Municipalities,General Fund,Grants to Local Gov.,Local Assistance Account,10000,Local Assistnce,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20814,20814,20814,20814,20814,20814,31953,31953,31953,31953,28273
Local Government Assistance,General Purpose State Aid,General Fund,Grants to Local Gov.,Local Assistance Account,10000,Local Assistnce,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,549874,549392,552699,561580,553089,541294,542157,542705,523942,517019,529456
Local Government Assistance,Local Government Aid to Counties,General Fund,Grants to Local Gov.,Local Assistance Account,10000,Local Assistnce,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17000,22000,6836,5000,0,0,0,0,0,0
Local Government Assistance,Miscellaneous Financial Assistance,General Fund,Grants to Local Gov.,Community Projects Fund,10251,Comm Proj AA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2034,355,0,0,0,0,0
Local Government Assistance,Miscellaneous Financial Assistance,General Fund,Grants to Local Gov.,Community Projects Fund,10253,Comm Proj CC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,575,0,0,0,0,0
Local Government Assistance,Miscellaneous Financial Assistance,General Fund,Grants to Local Gov.,Local Assistance Account,10000,Local Assistnce,11998,"12,001",9270,16046,11846,7798,4873,2000,1960,3920,8920,3920,4000,4000,4001,3410,630,0,5130,6259,282,0,0,0,0,0
Local Government Assistance,Municipalities with VLT Facilities,General Fund,Grants to Local Gov.,Local Assistance Account,10000,Local Assistnce,28885,"28,885",28885,29331,29331,29331,27246,25867,25867,25800,26489,33502,34037,0,0,0,0,0,0,0,0,0,0,0,0,0
Local Government Assistance,Nassau County Interim Finance Authority,General Fund,Grants to Local Gov.,Local Assistance Account,10000,Local Assistnce,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7500,7500,15000,20000,25000,30000,0,0,0,0,0,0
Local Government Assistance,Small Government Assistance,General Fund,Grants to Local Gov.,Local Assistance Account,10000,Local Assistnce,218,217,217,217,217,217,217,217,217,2066,2089,2138,2179,2132,1069,0,0,0,0,0,0,0,0,0,0,0
Local Government Assistance,Special Financial Assistance to Certain Municipalities,General Fund,Grants to Local Gov.,Local Assistance Account,10000,Local Assistnce,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29415,27659,0,0,0
Local Government Assistance,Stock Transfer Incentive Fund,General Fund,Grants to Local Gov.,Local Assistance Account,10000,Local Assistnce,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114038,114038,114038,114038,114038,114038,114038
Local Government Assistance,Supplemental Municipal Aid,General Fund,Grants to Local Gov.,Local Assistance Account,10000,Local Assistnce,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,182874,182874,182874,189034,189034,113684,0,0,0,0,0
Reclassification/Miscellaneous,Arts and Cultural Facilities Improvement,Capital Projects Funds - Other,Capital Projects,Capital Projects Fund,30000,Capital Project,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Reclassification/Miscellaneous,Arts and Cultural Facilities Improvement,Capital Projects Funds - Other,Capital Projects,Capital Projects Fund,300CC,CPF - Auth Bond,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Reclassification/Miscellaneous,Arts and Cultural Facilities Improvement,Capital Projects Funds - Other,Grants to Local Gov.,Capital Projects Fund,300CC,CPF - Auth Bond,6000,"3,340",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fixed Costs,Debt Service,Debt Service Funds,Debt Service,Department of Health Income,40300,Health Income F,26158,"26,132",26545,25572,28307,28202,28208,28184,28805,29526,29569,28877,27040,27386,27219,0,0,0,0,0,0,0,0,0,0,0
Fixed Costs,Debt Service,Debt Service Funds,Non-Personal Service,Department of Health Income,40300,Health Income F,2471,"2,162",2246,2911,1898,1908,1441,1245,1680,2401,1879,2176,2301,0,2797,0,0,0,0,0,0,0,0,0,0,0
Fixed Costs,Debt Service,Debt Service Funds,Debt Service,General Debt Service Fund,40150,Genl Debt Servc,1085487,"1,113,536",1459630,1359879,1909189,2351942,3155453,2870169,2902676,3007158,2787910,2647693,2424157,2695305,2496468,2768325,2523268,2448425,2879944,2860667,2775940,2500227,2338284,1815162,1725845,1572045
Fixed Costs,Debt Service,Debt Service Funds,Non-Personal Service,General Debt Service Fund,40150,Genl Debt Servc,16209,"9,607",11932,18186,14728,16734,13337,12904,12703,28632,16274,22680,6877,19639,32362,5887,-30571,2867,2315,1962,1214,643,296,119,0,0
